headword,pos,level,sentence,source_grammar_lesson_id
waste,noun,B1,Who was a waste of time?,137
nostalgia,noun,C2,A wave of nostalgia washed over her as the old song played.,151
profitability,noun,C2,The company focused on improving its profitability.,159
table tennis,noun,A2,I am not playing table tennis right now.,73
propose,verb,B1,He proposed marriage to her last year.,123
expand,verb,B1,He was happy to expand his knowledge.,137
marvelous/marvellous,adjective,A2,They won't find a more marvelous cake anywhere else.,79
few,pronoun,B1,She mentioned that few understood the complicated instructions.,174
calamitous,adjective,C2,"We were granted permission to proceed, despite the potentially calamitous consequences.",142
snap,verb,B2,My phone battery will snap back to full charge quickly.,159
alert,verb,B2,The siren alerted the town.,143
better,adverb,A2,You must listen better.,90
boat,noun,A1,Is it a small boat?,4
pave,verb,B2,What initiatives have you taken to pave the way for future collaboration?,163
cuff,noun,B2,He had been warned about the tight cuff of his shirt interfering with his swing.,151
someone,pronoun,A1,Does someone need a pen?,59
himself,pronoun,A2,"He painted the picture himself, more carefully than his classmates.",109
punctuality,noun,B2,We all grew to appreciate the importance of punctuality in our team's workflow.,155
trend,noun,B1,The company observed a positive trend in sales last quarter.,119
trait,noun,B2,My grandfather possesses a remarkable trait for remembering people's names.,164
symbolic,adjective,B2,The gesture was symbolic of their enduring friendship.,168
it,pronoun,A1,It is a big book.,27
nursery,noun,B2,She has just finished painting the nursery walls.,160
tactful,adjective,C1,Her tactful comment diffused the tense situation quickly.,117
apprentice,noun,C1,He wasn't the apprentice we had been expecting.,134
resent,verb,C1,I don't resent being overlooked.,157
piety,noun,B1,His outward display of piety wasn't genuine.,134
rarity,noun,C1,The rarity of finding such ancient artifacts means that we are allowed only limited access for research purposes.,142
impair,verb,B1,The loud noise impaired his ability to concentrate.,114
admiringly,adverb,B2,"She must have been looking at the beautiful sunset, as she gazed at it so admiringly.",177
mouth,noun,A1,It's a small mouth.,2
strap,noun,C1,She felt the leather strap loosen on her shoulder.,120
planning,noun,B2,Some planning is required before we start the project.,171
infinitive,noun,B1,"Learning the infinitive after ""want"" is an important step.",180
electricity,noun,B1,We didn't have electricity for three days.,132
pause,noun,B1,That wasn't the right moment for a pause.,134
bio,noun,B2,She decided to update her professional bio.,168
discharge,noun,B2,The patient's discharge might have been delayed due to a missing document.,177
assist,verb,B1,It's helpful to assist new employees.,182
methodologically,adverb,C2,"Methodologically, was the research flawed?",158
exit,noun,B1,The crowd rushed towards the main exit.,115
northeast,noun,B1,We dreamt of a warmer climate in the northeast.,126
sense,verb,B2,The subtle changes in his tone were sensed by everyone in the room.,156
pregnant,adjective,B1,She grew noticeably pregnant over the summer months.,130
flaw,noun,B2,"The design is praised for its ingenuity, but its simplicity is often seen as a flaw.",144
scared,adjective,B1,Were you scared in the dark when you were little?,135
accurate,adjective,B1,He used to have an accurate sense of direction.,178
unconvincing,adjective,C1,The politician's claim about his numerous good deeds felt unconvincing given his past actions.,29
southeast,noun,B1,The explorer set his compass towards the southeast.,116
follow,verb,A2,I follow the first car.,113
tangle,verb,C1,Did the fairy lights tangle when you put them away?,4
sheet,noun,B1,She felt a cold sheet of rain on her face.,120
equal,verb,B2,His efforts to equalize the playing field were admirable.,148
competence,noun,B2,Her demonstrated competence in the project was unquestionable.,151
guideline,noun,B2,A clear guideline was broken during the project.,154
marvel,verb,C1,They used to marvel at the intricate details of the old cathedral.,123
hip,noun,B1,He broke his hip when he fell.,128
render,verb,C1,What will the new technology render obsolete in ten years?,81
cap,noun,A1,There is a cap on the bottle.,36
accent,noun,B1,He had a strong accent.,116
daddy,noun,A1,Whose toys does the baby play with? He plays with daddy's toys.,62
basement,noun,B1,We stored old furniture in the basement.,115
besides,preposition,B1,"Besides the homework, the teacher assigned a project that took us all evening.",115
unlock,verb,B2,My front door was unlocked by the new resident.,145
compliant,adjective,C1,Who in the future will be compliant with the new regulations?,82
park,noun,A1,Have you got a park near here?,12
homework,noun,A1,What colour paper do you use for homework?,54
upstairs,noun,B1,"The children were playing downstairs, but now they're upstairs.",123
cute,adjective,A1,The little bear hasn't got a cute hat.,15
submarine,noun,B1,"That deep-sea exploration vehicle was a submarine, wasn't it?",138
second person,noun,B2,The teacher granted permission for the second person to answer the question.,142
breathless,adjective,B1,He wasn't breathless after the short walk.,134
lightning,noun,B1,A sudden lightning flashed across the dark sky.,117
pee,verb,B2,My dog has never peed on the carpet before.,152
refinery,noun,B2,Was the oil processed at that coastal refinery?,158
bribery,noun,C1,The company officials can't have accepted the bribery – their reputation is too important.,177
ruminative,adjective,C2,"The quiet artist, often lost in thought, had a ruminative gaze as he slowly sketched.",152
portrait,noun,A2,We are looking at the beautiful portrait.,72
preservationist,noun,C2,Some preservationist groups are campaigning for stricter environmental laws.,171
circular,adjective,B1,The old clock had a circular wooden frame.,117
relieve,verb,B2,The medicine seems to relieve the pain to continue his studies.,167
honk,verb,C1,I've never heard a goose honk like that before.,161
flighty,adjective,C2,She always seems to make flighty decisions.,168
parasitic,adjective,C2,I've just discovered a parasitic organism on my plant.,160
bounce,verb,B1,"The ball didn't bounce very high, did it?",138
schoolteacher,noun,B1,My old schoolteacher explained the history of ancient Egypt.,121
sloppy,adjective,B2,The chef's handwriting on the order ticket was quite sloppy.,151
turbulence,noun,B1,The plane experienced turbulence.,131
ground,verb,C1,"What colour is the sky, now that the sun has grounded itself below the horizon?",22
terrorist,adjective,A2,They may be using terrorist tactics.,96
prisoner,noun,B1,Who was the prisoner?,137
issue,noun,A2,This is a more serious issue than the last one.,107
impatient,adjective,A2,The second person in line was very impatient.,113
inartistic,adjective,C2,The judge seemed to consider the painting inartistic.,168
row,verb,B2,We often row across the lake when the weather is good.,154
suicide,noun,B1,He had a history of depression before the suicide.,122
flexibly,adverb,B2,She has spoken flexibly about her future plans.,154
reconciliation,noun,C2,Some hope for reconciliation exists.,171
scathing,adjective,C1,She may not approve of his scathing review of the company's policies.,97
front,adjective,A1,What is it? It's the front door.,8
poor,adjective,A1,He has a poor voice.,14
interpret,verb,B2,Your performance will be interpreted by the judges.,146
declination,noun,C2,She confessed to her declination to participate in the project.,169
strip,verb,B2,Was the wallpaper stripped before painting?,158
shed,noun,B2,The snakes shed their old skin.,148
curiosity,noun,B1,The cat's curiosity was strong.,137
endlessly,adverb,B2,She dreamed of running endlessly through fields of flowers.,170
fed up,adjective,B2,She has to leave because she's completely fed up with the noise.,140
shortlist,verb,C1,"We will have shortlisted the best candidates by Friday, won't we?",83
duel,noun,B2,"The two knights, having sworn allegiance to rival kings, prepared for a final duel.",152
habit,noun,A1,Where does he have his morning coffee habit?,61
guy,noun,A1,How many guys do you know?,56
minster,verb,C2,The town had its ancient minster beautifully restored over the course of a decade.,181
house,noun,A1,Whose house is this?,21
breathe,verb,A1,There are no fish that can breathe air.,40
articulate,verb,B2,She hopes to articulate her ideas clearly.,168
play,verb,A1,What colour toys do children play with?,54
noon,noun,A2,We are meeting at noon.,72
unsafe,adjective,B2,"The bridge, which was in a very bad condition, meant the journey felt unsafe.",153
unlike,preposition,B2,"Is the delivery of this package scheduled for Friday, unlike the last one?",158
apparently,adverb,A2,"Apparently, must I finish this report today?",92
